100,120
100,145
101,111
101,77
101,181
102,105
102,161
103,150
103,191
105,102
105,193
105,196
106,138
106,182
106,186
107,152
107,20
107,176
111,101
111,122
114,123
114,179
115,197
116,124
116,122
118,121
118,162
120,100
121,118
121,131
121,153
122,111
122,156
122,116
123,144
123,114
124,116
125,147
126,132
126,159
126,180
127,198
128,179
131,121
132,172
132,126
133,54
134,173
135,165
135,159
138,106
138,181
139,184
139,176
141,166
142,153
143,168
144,123
145,100
145,158
147,169
147,125
150,103
150,189
151,159
151,198
151,175
152,107
153,121
153,142
154,155
155,154
155,190
156,122
156,173
158,145
159,135
159,126
159,167
159,151
160,187
160,185
161,102
162,118
165,135
166,141
167,159
168,143
168,172
168,194
169,147
172,168
172,132
173,134
173,156
173,184
174,177
174,198
174,189
175,192
175,151
176,187
176,139
176,107
177,174
178,197
179,114
179,128
180,126
180,188
181,101
181,138
182,106
184,173
184,139
185,160
186,106
187,176
187,160
188,180
189,174
189,150
190,155
191,103
192,175
193,105
194,168
196,105
197,178
197,115
198,127
198,174
198,151
