175,192
176,187
176,206
176,246
177,250
178,197
178,252
179,259
180,188
180,242
183,259
184,265
185,247
186,261
187,176
187,238
187,216
187,257
188,180
188,204
188,257
189,235
189,211
189,244
189,272
191,230
191,245
192,175
192,201
192,248
197,178
197,223
198,217
198,262
199,223
200,211
200,259
201,204
201,192
201,233
201,266
202,54
203,239
204,201
204,188
205,234
206,176
206,267
206,274
207,224
211,200
211,189
212,221
212,246
212,225
212,235
212,273
216,187
216,4
217,198
217,77
217,250
218,260
218,258
218,268
219,243
219,255
221,212
223,197
223,199
223,264
224,207
225,212
227,248
227,274
228,229
229,246
229,228
230,191
231,234
231,269
233,201
233,245
234,205
234,231
235,189
235,135
235,212
236,52
238,187
239,203
241,257
242,180
243,219
244,189
244,265
245,191
245,233
245,272
246,212
246,176
246,229
246,267
247,185
248,227
248,192
250,217
250,164
250,177
250,264
252,178
254,265
255,219
256,273
257,187
257,188
257,241
258,218
258,274
259,200
259,179
259,183
260,272
260,218
261,186
261,135
262,198
264,223
264,250
265,184
265,244
265,254
266,201
267,206
267,246
268,218
269,231
272,260
272,189
272,245
272,20
273,212
273,256
274,227
274,206
274,258
