0,12
0,20
0,77
0,83
0,21
0,44
0,73
0,80
0,107
0,95
0,109
0,9
1,101
1,54
1,106
1,27
2,84
2,28
2,53
2,60
2,15
2,99
3,73
3,105
3,101
3,61
3,81
3,86
3,78
3,114
3,66
3,51
3,98
3,76
3,92
3,9
4,120
4,123
4,67
4,12
4,114
4,52
4,30
4,121
4,94
4,93
5,94
5,60
5,65
5,59
5,112
5,36
5,120
5,22
5,85
5,61
5,16
6,103
6,72
6,23
6,38
6,58
6,19
6,75
6,42
6,21
7,93
7,50
7,119
7,114
7,92
7,86
7,12
7,46
7,71
7,103
7,83
7,39
7,20
7,59
7,17
7,65
7,117
7,30
7,52
7,91
7,95
8,38
8,80
8,13
8,52
8,91
8,53
8,71
8,30
8,118
8,17
9,31
9,54
9,30
9,25
9,71
9,3
9,0
10,20
10,80
10,75
10,114
10,12
10,74
10,36
10,67
10,123
10,29
11,60
11,20
11,113
11,47
11,66
11,107
11,39
11,99
11,85
12,114
12,20
12,0
12,7
12,98
12,47
12,111
12,10
12,87
12,4
12,17
12,83
12,77
12,53
12,43
12,123
12,97
12,67
12,84
12,54
12,26
12,58
12,42
13,82
13,24
13,47
13,8
13,106
13,116
13,52
13,39
13,93
13,110
13,76
13,45
14,63
14,30
14,95
14,89
14,119
14,54
14,62
14,61
14,81
14,83
15,73
15,116
15,94
15,60
15,65
15,29
15,83
15,18
15,109
15,2
15,54
15,20
15,72
15,32
15,57
15,100
15,103
15,16
15,33
16,74
16,47
16,66
16,65
16,96
16,119
16,72
16,50
16,90
16,15
16,5
17,91
17,18
17,68
17,48
17,26
17,57
17,7
17,70
17,30
17,12
17,20
17,78
17,122
17,46
17,85
17,39
17,109
17,123
17,8
18,83
18,74
18,76
18,82
18,17
18,24
18,54
18,15
18,107
18,39
18,67
18,20
18,97
19,109
19,80
19,62
19,79
19,120
19,6
19,76
19,23
19,75
19,84
20,12
20,10
20,73
20,51
20,0
20,93
20,46
20,103
20,7
20,40
