1,101
1,106
4,120
4,123
4,67
4,12
4,114
4,94
4,93
4,77
4,142
10,29
10,67
10,75
10,114
10,12
10,74
10,123
12,114
12,67
12,42
12,43
12,98
12,84
12,111
12,10
12,87
12,4
12,26
12,83
12,123
12,53
12,141
14,63
14,83
14,61
14,89
14,119
14,81
14,62
14,18
14,135
15,100
15,116
15,94
15,32
15,72
15,29
15,83
15,16
15,109
15,132
15,128
16,74
16,15
16,72
16,119
21,105
21,124
21,22
21,76
21,70
22,108
22,21
22,50
23,112
23,107
23,109
23,52
23,77
25,104
25,70
26,88
26,53
26,119
26,12
28,48
28,111
28,56
29,10
29,107
29,75
29,109
29,15
29,82
29,39
29,70
29,117
29,56
32,114
32,94
32,15
39,29
39,117
39,100
39,114
39,140
42,12
42,87
42,149
43,120
43,76
43,12
43,61
43,67
43,53
43,93
43,107
43,106
43,102
43,117
45,49
45,46
45,113
45,102
45,53
45,106
46,103
46,45
46,136
46,57
48,124
48,49
48,70
48,55
48,108
48,103
48,28
49,55
49,89
49,88
49,45
49,48
50,121
50,22
53,12
53,82
53,26
53,45
53,43
53,84
53,131
55,106
55,124
55,49
55,48
56,103
56,108
56,70
56,29
56,28
56,106
56,90
56,116
57,46
57,123
57,74
57,83
57,107
57,103
57,110
61,43
61,14
61,20
61,83
61,87
61,75
62,104
62,111
62,14
62,75
63,76
63,78
63,14
63,114
63,130
64,87
64,84
67,12
67,43
67,95
67,83
67,4
67,123
67,10
70,21
70,75
70,25
70,76
70,72
70,103
70,29
70,95
70,56
70,117
70,48
70,125
72,16
72,104
72,15
72,70
74,10
74,16
74,75
74,81
74,20
74,57
75,70
75,102
75,62
75,29
75,78
75,61
75,82
75,74
75,10
75,109
75,95
75,41
75,147
75,132
76,63
76,43
76,120
76,70
76,21
76,78
76,123
76,104
76,134
76,125
78,117
78,76
78,113
78,75
78,63
78,84
78,120
81,74
81,14
81,116
81,107
82,117
82,104
82,93
82,29
82,75
82,53
82,109
82,99
83,12
83,61
83,15
83,14
83,57
83,107
83,67
83,134
84,53
84,78
84,93
84,87
84,109
84,64
84,12
84,122
87,42
87,12
87,99
87,61
87,84
87,64
87,128
88,49
88,90
88,26
88,115
88,89
88,143
89,14
89,106
89,88
89,98
89,49
90,56
90,88
90,103
90,146
93,109
93,124
93,84
93,43
93,82
93,4
94,109
94,32
94,15
94,123
94,4
95,70
95,67
95,120
95,75
98,12
98,89
99,124
99,82
99,111
99,87
99,54
100,120
100,15
100,39
100,145
101,111
101,1
101,77
102,105
102,75
102,43
102,45
103,70
103,46
103,57
103,48
103,56
103,90
104,119
104,82
104,62
104,76
104,25
104,72
104,109
105,21
105,102
106,56
106,89
106,45
106,1
106,55
106,43
106,138
107,119
107,29
107,83
107,81
107,43
107,57
107,23
107,20
108,56
108,22
108,48
109,118
109,111
109,116
109,15
109,104
109,93
109,29
109,94
109,75
109,82
109,84
109,23
110,57
111,62
111,109
111,122
111,99
111,101
111,28
111,12
112,23
113,45
113,78
114,32
114,117
114,63
114,123
114,12
114,10
114,39
114,4
115,88
116,124
116,81
116,109
116,122
116,15
116,56
117,124
117,82
117,78
117,39
117,70
117,29
117,43
117,114
117,137
118,121
118,109
119,104
119,107
119,16
119,26
119,14
119,120
120,76
120,119
120,78
120,43
120,100
120,4
120,95
121,118
121,131
121,50
122,111
122,84
122,116
123,76
123,67
123,12
123,10
123,94
123,114
123,4
123,57
123,144
124,21
124,99
124,48
124,117
124,93
124,116
124,55
125,147
125,76
125,70
126,132
128,87
128,15
130,63
131,121
131,53
132,75
132,15
132,126
133,54
134,76
134,83
135,14
136,46
137,117
138,106
140,39
141,12
142,4
143,88
144,123
145,100
146,90
147,75
147,125
149,42
