12 0.4746264130394738 9 2 0.17560847160741533 7.412035496075681E-4
22 0.24316173260754886 2 0 0.0 0.0
25 0.39221755680228043 2 1 0.036000013170080364 0.002053531793948064
26 0.31201512347310156 1 0 2.2595314043571957E-4 8.788908627472914E-4
28 0.25181130806057794 3 0 0.0 0.0
46 0.5111879584658001 3 7 0.09090906841612191 6.995004782525545E-4
48 0.7486961742824184 7 10 0.33328010405654196 0.02416423187773238
50 0.3874366067486023 2 0 0.03144987960761378 0.003394872198425668
56 0.5224744072154844 7 5 0.05730767069109942 0.004218022612385216
57 0.6141173945513275 7 3 0.08078336196730423 0.008331376334757012
61 0.42059443692482235 4 2 0.006847245906076183 0.001403897996388973
63 0.30256382708320395 3 0 0.009874314948517222 0.0027222892556200556
64 0.34813115391677596 2 1 0.0 0.0015283012044054202
67 0.19821795743214593 3 0 0.04322755297331141 0.0019985212933841924
70 0.8233044248253371 8 8 0.1886293873592418 0.007833060472398259
72 0.3866805876342538 3 1 0.07465572438683617 0.006010294431509527
75 0.9135558933795802 9 17 0.22043852794680982 0.04006861028048876
82 0.4914223320433983 4 6 0.11108102769284099 0.026055541122376704
83 0.5162505328735226 6 3 0.010248359266508522 0.0076550875768136815
84 0.5815491570310418 6 3 0.2972974335518672 1.8885705931818986E-4
87 0.5804721500195877 5 7 0.013048248656995123 0.007927718298104736
90 0.30841630794912767 3 1 0.05681408910578099 3.87428509420202E-4
100 0.3429884077190535 2 0 0.08742328351761638 0.006509411269467703
101 0.5689377277630726 3 5 0.2308817430251492 0.011997336484872154
102 0.338949458995846 2 2 0.05243312272651124 0.011906877635398994
103 0.7465889356526388 2 16 0.2048446780048277 0.06027888992062494
104 0.5026273427425625 0 5 0.1904967789257761 0.010100546939745634
105 0.31103189630684125 3 1 0.018715950630458993 9.595177500075447E-4
106 0.23611372593355995 3 1 0.023223881752669526 0.0066811505061595885
107 0.4778969469061039 3 1 0.01824784152399858 3.9635378923907894E-4
108 0.35229034688804783 0 1 0.027516402182551407 0.0011224844522843124
111 0.6815439489239677 2 12 0.027928830575343906 0.008307325388325884
112 0.45815275613569073 0 7 0.12058110479484926 0.0018141737515261988
113 0.3004546457057633 0 1 0.048988225041110445 2.1066140004052524E-4
114 0.664125044566478 2 16 0.4983343399559037 0.06433886647203305
115 0.17517550867215353 1 1 0.0 0.0
116 0.26248231174394676 2 2 0.014197388083525404 0.003557467371307632
118 0.4123437063850223 2 0 0.0 0.0
120 0.6794259120419683 1 11 0.30351427688257676 0.01472230343192027
121 0.4537014865140163 3 3 0.028130008566515423 9.196145480940996E-4
122 0.3633728793611012 3 3 6.392927854757396E-4 0.002976775470921724
123 0.2549553638944271 2 1 0.037588771022665224 0.0030078431650738904
124 0.30922204444302914 1 0 0.0 0.0
125 0.401649146101856 2 0 0.015232278731115725 0.0029779484962874914
126 0.2576489260149359 3 0 0.0 0.0
127 0.5291028641364325 3 3 0.10804970337468343 0.012622333611861932
128 0.3878753585443119 1 0 0.013674303913307966 0.002723621478025264
130 0.3150033771403038 0 0 0.0 0.0
131 0.43712544092524486 0 0 0.0029475214417815235 4.99323789891283E-4
132 0.7525873648550365 3 18 0.17122002259499258 0.03620515175773751
133 0.4672151954019426 1 1 0.06988171134706818 0.008111644019343871
134 0.1905704628321987 1 0 0.04879555604747584 0.0045207440154281355
135 0.7580803370990563 3 16 0.27020068956853976 0.052957373288943954
136 0.3892965332975595 0 2 0.01711022769924071 0.0053496823184925315
137 0.7757974087114543 0 16 0.2444923228718194 0.06675945104800313
138 0.4368588431546391 1 2 0.05210618175697656 0.0
139 0.4912916576895786 2 5 0.16270594020912907 0.01934369717932237
140 0.5407491784622314 1 7 0.13204351112760074 0.011805473288996332
142 0.6726510178778156 2 14 0.137011225454076 0.019534750813630188
143 0.43465720773875327 0 1 0.2109449516252631 0.01879821742850864
144 0.34895560325449204 0 0 0.024734338648711274 0.0
145 0.30357993458309335 1 1 0.009735292672112626 0.012359136173201805
147 0.6697283583309545 2 10 0.2719084284210789 0.030758658719253096
148 0.34683962050320594 0 0 0.023694760027856487 9.189618225538682E-4
149 0.6101183279743462 0 10 0.16017665680982765 0.0118403640475909
151 0.3252756217076654 3 2 0.0018250454269408266 0.0011381192077814313
152 0.2118186466035521 0 0 0.01968729573930046 0.0
153 0.5803436574944425 0 8 0.09480981753317358 0.0032921324305809907
155 0.4630189578774232 2 5 0.13342940144598675 0.024650638510999762
156 0.40158581540949767 1 3 0.038982838037800956 0.01571246386096016
157 0.48188085845269457 0 3 0.07144160967731156 0.020336286300848973
158 0.3193501547517017 0 0 0.0 0.0
159 0.5659431035140201 3 5 0.18468114090903753 1.312942423418728E-4
160 0.5736915771829996 2 6 0.07034747164519574 0.011533220818917783
162 0.5499709509600131 2 8 0.4577711460970627 0.03824934035467529
163 0.38873817170419556 0 2 0.06623178291029755 8.98896041241782E-4
164 0.4505090831745378 1 2 0.06631808957503231 0.02323676486949071
165 0.46496186748145746 0 3 0.09160787550807725 0.006737389533577064
166 0.4774365266234097 0 3 0.11188167083015196 0.005804575358854191
167 0.31728795400709214 1 1 0.023341905874251806 0.0071126951490743644
169 0.5390042832265047 1 3 0.022718585872170904 0.021675336462693984
170 0.5451910679476182 1 9 0.35672540282310966 8.992134700855359E-5
172 0.5814917128951888 1 12 0.3035169791866045 0.04447213191979489
173 0.4823087979148156 3 3 0.2682207288866405 0.00120219143686634
174 0.5862635986495799 4 11 0.0923563619653732 0.011443201887473683
175 0.28194268993993166 1 0 0.0 0.0
176 0.6565799999708756 3 19 0.26883707915245103 0.05723681341484375
177 0.5826449176025073 1 9 0.10407106607586325 0.015636094835085164
178 0.32777114427670573 2 0 0.013101116604157135 0.006990728004315112
179 0.5653824953894091 1 9 0.0023086886487520553 0.036211619694205034
180 0.5107881082802054 2 3 0.049366193761181135 0.010448727464568965
181 0.5224012488506758 0 8 0.08921964130363 0.007941701075777987
183 0.5955471479050054 1 6 0.06649483333631412 0.03985060990683895
184 0.5166198606922748 1 6 0.15047980031005964 0.011958505639203892
185 0.3891149535786896 1 1 0.0 6.568363674680094E-4
186 0.5917381877657002 1 15 0.2785676601392678 0.0205248548769847
187 0.6750716755111473 4 20 0.26375401559426653 0.034151368286719726
188 0.386822424854282 3 3 0.0350159190129472 0.005883377252412203
189 0.8575128437377697 4 34 1.3884839592978053 0.07149361379765796
190 0.6122170671781214 0 14 0.5739159024144467 1.2241899232057207E-4
191 0.5634268533477712 2 9 0.34870838632582135 0.010155680023223404
192 0.348386589293448 3 1 0.0 0.0
193 0.44386817304101533 0 3 0.0687001654658227 0.014619718347744178
194 0.5511811787756954 0 7 0.3404404901980115 0.03011056975875233
195 0.5138220180622256 0 7 0.06030787409352954 0.013734499822687728
197 0.39366336045384565 2 1 0.05448009883585712 0.003738643753176206
198 0.5435895432104948 2 4 0.2025024640988159 0.0016146796456428525
199 0.2976845086397743 1 1 0.021626134774576887 0.0029159871867314668
200 0.6603755378064367 2 19 0.35358367538264635 0.02121485587487153
202 0.3810433856482852 1 0 0.05006592140973735 0.004658359336660249
203 0.49095160906183755 1 8 0.15495094608098212 0.018284778567803573
204 0.38639724926257696 0 1 0.07049164164227378 0.0021495162578711977
205 0.6398186307085191 1 21 0.45443910965747664 0.05167105058079918
206 0.6450176673623509 2 18 0.5534102481409737 0.01717955381295576
207 0.37080881630720763 2 3 0.012346294684927223 0.0011579372608436153
210 0.55235804544638 0 11 0.16460867174739113 0.040064335075041584
211 0.7506679207560112 1 33 0.3406740727887959 0.08514957824454433
212 0.5680452507319727 5 14 0.08156409465872999 0.0352268433475169
213 0.5714772926561559 0 6 0.2891327019852961 0.036045379602444604
214 0.46074218478281437 1 4 0.04597949299251721 0.009414451130684417
215 0.5634402557024383 0 13 0.02614683740868487 0.04252469398934887
216 0.4435985421307088 1 1 0.06833696037798012 0.017195920726474283
217 0.5017447595845539 3 5 0.04247406644889353 0.03153954792489642
218 0.4988504211449611 3 3 0.26016136947797963 0.01761735384907572
219 0.4687899618912431 3 7 0.36912428162748845 0.03505883387610114
220 0.3843417218783149 0 2 0.0510860223900491 0.0092516493681736
221 0.2772311216399571 1 0 0.0020630308540381948 0.005062779599043018
223 0.7819526707546761 1 36 0.9112386385304606 0.13026630573580975
224 0.2998466991213492 1 0 0.015790076846390933 4.7971606256710936E-4
