12 9 2 0.17560847160741533
22 2 0 0.0
25 2 1 0.036000013170080364
26 1 0 2.2595314043571957E-4
28 3 0 0.0
46 3 7 0.09090906841612191
48 7 10 0.33328010405654196
50 2 0 0.03144987960761378
56 7 5 0.05730767069109942
57 7 3 0.08078336196730423
61 4 2 0.006847245906076183
63 3 0 0.009874314948517222
64 2 1 0.0
67 3 0 0.04322755297331141
70 8 8 0.1886293873592418
72 3 1 0.07465572438683617
75 9 17 0.22043852794680982
82 4 6 0.11108102769284099
83 6 3 0.010248359266508522
84 6 3 0.2972974335518672
87 5 7 0.013048248656995123
90 3 1 0.05681408910578099
100 2 0 0.08742328351761638
101 3 5 0.2308817430251492
102 2 2 0.05243312272651124
103 2 16 0.2048446780048277
104 0 5 0.1904967789257761
105 3 1 0.018715950630458993
106 3 1 0.023223881752669526
107 3 1 0.01824784152399858
108 0 1 0.027516402182551407
111 2 12 0.027928830575343906
112 0 7 0.12058110479484926
113 0 1 0.048988225041110445
114 2 16 0.4983343399559037
115 1 1 0.0
116 2 2 0.014197388083525404
118 2 0 0.0
120 1 11 0.30351427688257676
121 3 3 0.028130008566515423
122 3 3 6.392927854757396E-4
123 2 1 0.037588771022665224
124 1 0 0.0
125 2 0 0.015232278731115725
126 3 0 0.0
127 3 3 0.10804970337468343
128 1 0 0.013674303913307966
130 0 0 0.0
131 0 0 0.0029475214417815235
132 3 18 0.17122002259499258
133 1 1 0.06988171134706818
134 1 0 0.04879555604747584
135 3 16 0.27020068956853976
136 0 2 0.01711022769924071
137 0 16 0.2444923228718194
138 1 2 0.05210618175697656
139 2 5 0.16270594020912907
140 1 7 0.13204351112760074
142 2 14 0.137011225454076
143 0 1 0.2109449516252631
144 0 0 0.024734338648711274
145 1 1 0.009735292672112626
147 2 10 0.2719084284210789
148 0 0 0.023694760027856487
149 0 10 0.16017665680982765
151 3 2 0.0018250454269408266
152 0 0 0.01968729573930046
153 0 8 0.09480981753317358
155 2 5 0.13342940144598675
156 1 3 0.038982838037800956
157 0 3 0.07144160967731156
158 0 0 0.0
159 3 5 0.18468114090903753
160 2 6 0.07034747164519574
162 2 8 0.4577711460970627
163 0 2 0.06623178291029755
164 1 2 0.06631808957503231
165 0 3 0.09160787550807725
166 0 3 0.11188167083015196
167 1 1 0.023341905874251806
169 1 3 0.022718585872170904
170 1 9 0.35672540282310966
172 1 12 0.3035169791866045
173 3 3 0.2682207288866405
174 4 11 0.0923563619653732
175 1 0 0.0
176 3 19 0.26883707915245103
177 1 9 0.10407106607586325
178 2 0 0.013101116604157135
179 1 9 0.0023086886487520553
180 2 3 0.049366193761181135
181 0 8 0.08921964130363
183 1 6 0.06649483333631412
184 1 6 0.15047980031005964
185 1 1 0.0
186 1 15 0.2785676601392678
187 4 20 0.26375401559426653
188 3 3 0.0350159190129472
189 4 34 1.3884839592978053
190 0 14 0.5739159024144467
191 2 9 0.34870838632582135
192 3 1 0.0
193 0 3 0.0687001654658227
194 0 7 0.3404404901980115
195 0 7 0.06030787409352954
197 2 1 0.05448009883585712
198 2 4 0.2025024640988159
199 1 1 0.021626134774576887
200 2 19 0.35358367538264635
202 1 0 0.05006592140973735
203 1 8 0.15495094608098212
204 0 1 0.07049164164227378
205 1 21 0.45443910965747664
206 2 18 0.5534102481409737
207 2 3 0.012346294684927223
210 0 11 0.16460867174739113
211 1 33 0.3406740727887959
212 5 14 0.08156409465872999
213 0 6 0.2891327019852961
214 1 4 0.04597949299251721
215 0 13 0.02614683740868487
216 1 1 0.06833696037798012
217 3 5 0.04247406644889353
218 3 3 0.26016136947797963
219 3 7 0.36912428162748845
220 0 2 0.0510860223900491
221 1 0 0.0020630308540381948
223 1 36 0.9112386385304606
224 1 0 0.015790076846390933
