151,3,2,WHITE,MALE,0.3252756217076654,4
152,0,0,WHITE,MALE,0.2118186466035521,4
153,0,8,WHITE,FEMALE,0.5803436574944425,4
155,2,5,MINORITY,MALE,0.4630189578774232,4
156,1,3,WHITE,MALE,0.40158581540949767,4
157,0,3,WHITE,FEMALE,0.48188085845269457,4
158,0,0,WHITE,MALE,0.3193501547517017,4
159,3,5,WHITE,FEMALE,0.5659431035140201,4
160,2,6,MINORITY,MALE,0.5736915771829996,4
162,2,8,WHITE,FEMALE,0.5499709509600131,4
163,0,2,MINORITY,MALE,0.38873817170419556,4
164,1,2,MINORITY,FEMALE,0.4505090831745378,4
165,0,3,WHITE,MALE,0.46496186748145746,4
166,0,3,WHITE,MALE,0.4774365266234097,4
167,1,1,WHITE,MALE,0.31728795400709214,4
169,1,3,WHITE,MALE,0.5390042832265047,4
170,1,9,WHITE,FEMALE,0.5451910679476182,4
172,1,12,WHITE,FEMALE,0.5814917128951888,4
173,3,3,WHITE,MALE,0.4823087979148156,4
174,4,11,WHITE,FEMALE,0.5862635986495799,4
175,2,0,WHITE,FEMALE,0.28194268993993166,3
176,3,12,WHITE,FEMALE,0.6565799999708756,3
177,1,8,WHITE,MALE,0.5826449176025073,3
178,1,1,WHITE,MALE,0.32777114427670573,3
179,0,14,WHITE,FEMALE,0.5653824953894091,3
180,2,2,WHITE,FEMALE,0.5107881082802054,3
181,0,1,WHITE,FEMALE,0.5224012488506758,3
183,0,6,WHITE,MALE,0.5955471479050054,3
184,1,3,WHITE,MALE,0.5166198606922748,3
185,2,0,WHITE,MALE,0.3891149535786896,3
186,0,12,WHITE,FEMALE,0.5917381877657002,3
187,4,15,WHITE,MALE,0.6750716755111473,3
188,2,3,WHITE,MALE,0.386822424854282,3
189,4,37,MINORITY,FEMALE,0.8575128437377697,3
190,1,6,WHITE,MALE,0.6122170671781214,3
191,2,8,WHITE,MALE,0.5634268533477712,3
192,3,0,WHITE,FEMALE,0.348386589293448,3
193,0,3,WHITE,FEMALE,0.44386817304101533,3
194,0,9,MINORITY,FEMALE,0.5511811787756954,3
195,0,2,WHITE,MALE,0.5138220180622256,3
196,0,7,WHITE,FEMALE,0.4729102397064977,3
197,2,1,WHITE,FEMALE,0.39366336045384565,3
198,3,5,WHITE,FEMALE,0.5435895432104948,3
199,1,2,WHITE,MALE,0.2976845086397743,3
200,2,12,WHITE,MALE,0.6603755378064367,2
201,3,9,WHITE,FEMALE,0.6218553392223208,2
202,2,2,WHITE,FEMALE,0.3810433856482852,2
203,1,5,WHITE,MALE,0.49095160906183755,2
204,2,1,MINORITY,FEMALE,0.38639724926257696,2
205,1,15,WHITE,FEMALE,0.6398186307085191,2
206,2,9,MINORITY,FEMALE,0.6450176673623509,2
207,1,1,WHITE,MALE,0.37080881630720763,2
208,0,6,MINORITY,FEMALE,0.5958197536781913,2
210,0,7,WHITE,MALE,0.55235804544638,2
211,2,22,WHITE,MALE,0.7506679207560112,2
212,4,8,MINORITY,FEMALE,0.5680452507319727,2
213,0,11,WHITE,FEMALE,0.5714772926561559,2
214,0,4,WHITE,FEMALE,0.46074218478281437,2
215,0,8,WHITE,FEMALE,0.5634402557024383,2
216,2,5,MINORITY,FEMALE,0.4435985421307088,2
217,2,3,WHITE,MALE,0.5017447595845539,2
218,0,6,MINORITY,FEMALE,0.4988504211449611,2
219,2,3,WHITE,FEMALE,0.4687899618912431,2
220,1,1,WHITE,MALE,0.3843417218783149,2
221,1,0,WHITE,MALE,0.2772311216399571,2
223,2,22,MINORITY,FEMALE,0.7819526707546761,2
224,2,0,WHITE,MALE,0.2998466991213492,2
225,1,3,WHITE,FEMALE,0.49688343234114685,1
226,3,8,WHITE,MALE,0.6171513315681786,1
227,1,1,WHITE,MALE,0.2519514894759519,1
228,1,1,WHITE,FEMALE,0.3433952390475243,1
229,2,2,WHITE,FEMALE,0.45037604748517357,1
230,1,1,WHITE,FEMALE,0.3661339202748713,1
231,1,1,WHITE,MALE,0.46175140346524896,1
232,0,4,WHITE,MALE,0.5805845172063119,1
233,3,4,WHITE,MALE,0.5368528048292462,1
234,2,5,WHITE,FEMALE,0.5165192964039288,1
235,3,3,WHITE,MALE,0.423215344826375,1
236,1,0,WHITE,MALE,0.24755188207671913,1
237,1,1,WHITE,MALE,0.44058342318599575,1
238,1,1,MINORITY,MALE,0.4403995964448136,1
239,1,3,WHITE,MALE,0.5433664055634243,1
240,1,0,WHITE,MALE,0.3760091004410798,1
241,0,1,WHITE,FEMALE,0.40488608942241455,1
242,1,11,WHITE,MALE,0.7523134496408617,1
243,1,0,MINORITY,MALE,0.34511522847262555,1
244,1,12,MINORITY,FEMALE,0.6495757804976587,1
245,2,7,WHITE,MALE,0.5943793532184682,1
246,3,5,WHITE,FEMALE,0.5838208769908905,1
247,1,0,MINORITY,MALE,0.30101205270984926,1
248,2,4,WHITE,MALE,0.5893171286861013,1
249,2,7,WHITE,MALE,0.6263336625636027,1
