12 9 2 7.412035496075681E-4
22 2 0 0.0
25 2 1 0.002053531793948064
26 1 0 8.788908627472914E-4
28 3 0 0.0
46 3 7 6.995004782525545E-4
48 7 10 0.02416423187773238
50 2 0 0.003394872198425668
56 7 5 0.004218022612385216
57 7 3 0.008331376334757012
61 4 2 0.001403897996388973
63 3 0 0.0027222892556200556
64 2 1 0.0015283012044054202
67 3 0 0.0019985212933841924
70 8 8 0.007833060472398259
72 3 1 0.006010294431509527
75 9 17 0.04006861028048876
82 4 6 0.026055541122376704
83 6 3 0.0076550875768136815
84 6 3 1.8885705931818986E-4
87 5 7 0.007927718298104736
90 3 1 3.87428509420202E-4
100 2 0 0.006509411269467703
101 3 5 0.011997336484872154
102 2 2 0.011906877635398994
103 2 16 0.06027888992062494
104 0 5 0.010100546939745634
105 3 1 9.595177500075447E-4
106 3 1 0.0066811505061595885
107 3 1 3.9635378923907894E-4
108 0 1 0.0011224844522843124
111 2 12 0.008307325388325884
112 0 7 0.0018141737515261988
113 0 1 2.1066140004052524E-4
114 2 16 0.06433886647203305
115 1 1 0.0
116 2 2 0.003557467371307632
118 2 0 0.0
120 1 11 0.01472230343192027
121 3 3 9.196145480940996E-4
122 3 3 0.002976775470921724
123 2 1 0.0030078431650738904
124 1 0 0.0
125 2 0 0.0029779484962874914
126 3 0 0.0
127 3 3 0.012622333611861932
128 1 0 0.002723621478025264
130 0 0 0.0
131 0 0 4.99323789891283E-4
132 3 18 0.03620515175773751
133 1 1 0.008111644019343871
134 1 0 0.0045207440154281355
135 3 16 0.052957373288943954
136 0 2 0.0053496823184925315
137 0 16 0.06675945104800313
138 1 2 0.0
139 2 5 0.01934369717932237
140 1 7 0.011805473288996332
142 2 14 0.019534750813630188
143 0 1 0.01879821742850864
144 0 0 0.0
145 1 1 0.012359136173201805
147 2 10 0.030758658719253096
148 0 0 9.189618225538682E-4
149 0 10 0.0118403640475909
151 3 2 0.0011381192077814313
152 0 0 0.0
153 0 8 0.0032921324305809907
155 2 5 0.024650638510999762
156 1 3 0.01571246386096016
157 0 3 0.020336286300848973
158 0 0 0.0
159 3 5 1.312942423418728E-4
160 2 6 0.011533220818917783
162 2 8 0.03824934035467529
163 0 2 8.98896041241782E-4
164 1 2 0.02323676486949071
165 0 3 0.006737389533577064
166 0 3 0.005804575358854191
167 1 1 0.0071126951490743644
169 1 3 0.021675336462693984
170 1 9 8.992134700855359E-5
172 1 12 0.04447213191979489
173 3 3 0.00120219143686634
174 4 11 0.011443201887473683
175 1 0 0.0
176 3 19 0.05723681341484375
177 1 9 0.015636094835085164
178 2 0 0.006990728004315112
179 1 9 0.036211619694205034
180 2 3 0.010448727464568965
181 0 8 0.007941701075777987
183 1 6 0.03985060990683895
184 1 6 0.011958505639203892
185 1 1 6.568363674680094E-4
186 1 15 0.0205248548769847
187 4 20 0.034151368286719726
188 3 3 0.005883377252412203
189 4 34 0.07149361379765796
190 0 14 1.2241899232057207E-4
191 2 9 0.010155680023223404
192 3 1 0.0
193 0 3 0.014619718347744178
194 0 7 0.03011056975875233
195 0 7 0.013734499822687728
197 2 1 0.003738643753176206
198 2 4 0.0016146796456428525
199 1 1 0.0029159871867314668
200 2 19 0.02121485587487153
202 1 0 0.004658359336660249
203 1 8 0.018284778567803573
204 0 1 0.0021495162578711977
205 1 21 0.05167105058079918
206 2 18 0.01717955381295576
207 2 3 0.0011579372608436153
210 0 11 0.040064335075041584
211 1 33 0.08514957824454433
212 5 14 0.0352268433475169
213 0 6 0.036045379602444604
214 1 4 0.009414451130684417
215 0 13 0.04252469398934887
216 1 1 0.017195920726474283
217 3 5 0.03153954792489642
218 3 3 0.01761735384907572
219 3 7 0.03505883387610114
220 0 2 0.0092516493681736
221 1 0 0.005062779599043018
223 1 36 0.13026630573580975
224 1 0 4.7971606256710936E-4
