12,114
12,67
12,123
12,83
12,141
12,84
12,111
12,26
12,87
22,108
22,50
25,104
25,70
26,12
28,48
28,111
28,56
46,103
46,57
46,136
48,124
48,28
48,70
48,103
48,108
48,165
48,161
50,121
50,22
56,103
56,108
56,70
56,116
56,28
56,106
56,90
57,46
57,123
57,110
57,83
57,107
57,103
57,156
61,87
61,75
61,20
61,83
63,114
63,130
63,163
64,87
64,84
67,12
67,123
67,83
70,125
70,75
70,25
70,56
70,72
70,103
70,48
70,165
72,70
72,104
72,171
75,70
75,102
75,41
75,147
75,109
75,61
75,82
75,132
75,172
82,75
82,104
82,109
82,155
83,12
83,61
83,67
83,134
83,57
83,107
84,122
84,12
84,64
84,87
84,109
84,161
87,128
87,12
87,64
87,61
87,84
90,56
90,146
90,103
100,120
100,145
101,111
101,77
102,105
102,75
102,161
103,70
103,46
103,57
103,48
103,56
103,90
103,150
104,25
104,82
104,109
104,72
105,102
106,56
106,138
107,57
107,20
107,83
107,152
108,56
108,22
108,48
109,118
109,111
109,116
109,84
109,104
109,75
109,82
110,57
110,170
111,12
111,109
111,122
111,28
111,101
113,171
114,12
114,123
114,63
114,171
116,124
116,56
116,109
116,122
118,121
118,109
118,162
120,100
121,118
121,131
121,50
121,153
122,111
122,84
122,116
122,156
123,144
123,67
123,12
123,57
123,114
124,116
124,48
125,147
125,70
126,132
126,159
128,87
130,63
131,121
132,75
132,126
132,172
133,54
134,83
134,173
135,165
135,159
136,46
138,106
141,12
141,166
142,153
143,168
144,123
145,100
145,158
146,90
147,75
147,125
147,169
150,103
151,159
152,107
153,121
153,142
154,155
155,154
155,82
156,122
156,173
156,57
158,145
159,135
159,126
159,167
159,151
161,48
161,84
161,102
162,118
163,63
165,48
165,135
165,70
166,141
167,159
168,143
168,172
169,147
170,110
171,72
171,114
171,113
172,168
172,75
172,132
173,134
173,156
